合肥师范学院,文学院,http://wxy.hfnu.edu.cn/ghzj/gzdt1.htm
深圳大学,传播学院,http://cmc.szu.edu.cn/Home/Default/CbDefaultb887.html?ClassID=151&ClassName=%E9%A6%96%E9%A1%B5&ParentPath=0%2C151%2C
暨南大学,新闻与传播学院,https://xwxy.jnu.edu.cn/
中国传媒大学,新闻传播学部,http://by.cuc.edu.cn/jxdw/list.htm
浙江传媒学院，新闻与传播学院，http://xc.sias.edu.cn
